Gene,Control_baseline_blood1,Control_baseline_blood2,Control_baseline_blood3,Control_baseline_blood4,Control_baseline_blood5,Control_baseline_blood6,Control_baseline_blood7,Control_baseline_blood8,Control_baseline_blood9,Control_baseline_blood10,Control_final_blood1,Control_final_blood2,Control_final_blood3,Control_final_blood4,Control_final_blood5,Control_final_blood6,Control_final_blood7,Control_final_blood8,Control_final_blood9,Control_final_blood10
Lipc,4337,5903,5558,2328,4453,3596,2589,6346,3434,3051,9587,5516,4979,6275,3958,6119,5232,3927,4291,4351
Lipe,21773,26931,25010,24489,29589,26972,26532,24795,33653,21448,19034,16657,23862,20636,22563,16901,31495,26059,24756,35018
Lipf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,330,0
Lipg,90,0,111,86,0,0,0,118,98,0,0,0,94,0,594,146,0,0,660,104
Liph,1175,984,445,1811,990,599,863,705,1177,832,1833,3137,1973,483,2375,2623,906,595,0,2383
Lipi,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0
Lipk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipm,0,123,0,86,594,120,324,823,0,277,0,757,0,0,594,146,101,833,990,414
Lipn,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipo1,13733,13158,12449,11641,10193,12108,7442,8343,11970,15346,11561,11574,14937,7603,12667,12530,12477,14517,15184,11189
Lipt1,6866,7624,7558,5605,5839,5994,9383,7051,6377,5732,4512,6165,4509,5310,4156,5099,4126,6188,8582,6631
Lipt2,2710,2459,1556,1380,495,1798,2373,1293,1668,1757,1128,2596,1973,2051,2573,1311,1409,1666,1320,2694
Litaf,270678,392526,312454,246613,386144,290343,276217,392967,271771,219841,863157,310107,385452,489100,419192,425732,362847,413258,298725,529833
Lix1,632,492,333,776,297,719,647,4348,294,740,0,324,0,1448,198,437,402,1785,330,1140
Lix1l,4788,3935,3890,4570,3859,4196,2696,5523,5004,5639,2397,5841,2818,3379,3760,1894,1811,3451,990,2487
Llgl1,27375,28038,31234,27334,36813,29250,28474,29849,28845,30046,27776,20768,25835,27755,29094,22001,36224,27249,35319,41338
Llgl2,14636,12174,17118,10434,13756,14385,12943,13162,18543,15993,9728,11790,11461,11102,13261,13696,15999,12732,21455,16473
Llph,29453,28775,24787,29404,23652,21698,26532,32786,27275,29398,33133,36343,34008,27514,26125,33365,33910,29272,21785,25279
Lman1,32615,36400,39349,35698,36417,35604,35592,35137,34339,37072,35953,35911,44342,40185,39188,34239,37532,43313,43241,36987
Lman1l,90,615,556,259,297,599,647,588,196,555,564,865,470,845,396,0,604,833,660,414
Lman2,155576,152977,161729,140293,168035,150566,141182,143955,163259,164742,157489,153485,150780,152776,162689,156626,176593,162423,183526,194465
Lman2l,12197,10576,10893,15435,15141,14625,13805,13867,11185,15531,10292,10384,11555,9171,13458,15590,14590,15826,10893,12329
Lmbr1,10028,11190,11227,9226,11677,12587,8197,11869,10596,9707,19739,13304,11461,18946,16427,18795,12477,11423,8582,10257
Lmbr1l,64146,61609,64692,65533,61158,57182,60615,56289,71622,66470,54564,53109,56554,54908,49480,46041,65304,55926,67007,67861
Lmbrd1,228576,214832,212526,216088,190400,193602,212582,187435,185432,225111,160732,185610,194370,172205,165856,178627,178807,181819,159100,156235
Lmbrd2,31350,40089,33568,36475,29787,34645,34837,37252,34339,34760,39760,35586,30438,28962,35427,34676,29784,28082,31028,32532
Lmcd1,361,369,0,86,297,0,539,118,0,92,564,0,282,241,0,437,302,119,330,0
Lmf1,15449,13281,15450,14486,18605,15944,13913,11634,14717,14052,14663,9843,13340,18946,13458,11365,17005,16183,16174,16577
Lmf2,14546,11313,15562,14573,19891,16783,15208,16099,18249,13682,16073,15792,13246,17015,10490,17338,18012,17730,23766,18131
Lmln,4608,6272,3557,3966,4948,6833,4961,6933,6475,4807,4794,6923,6482,5913,9104,5537,5836,8805,3301,4041
Lmna,42282,50173,56689,37337,63632,54544,38073,65338,55335,36240,112653,51594,52139,66492,72240,75035,56148,71276,84501,108370
Lmnb1,37855,52755,45907,47339,47204,67371,42279,58169,45917,45484,76418,70631,79477,77353,81938,92373,50412,66159,43901,67654
Lmnb2,9848,9961,7225,9140,10688,9830,8844,8461,10302,11833,8319,5516,7609,7120,5344,8013,9660,10233,13203,12536
Lmo1,723,861,1890,1207,2375,360,971,2350,2453,1572,846,1947,752,1810,792,2914,3220,2142,1320,2901
Lmo2,223607,262668,247318,249631,244235,318394,272981,286852,213590,257282,453996,435145,460795,470516,570995,593577,334169,369112,321171,284808
Lmo3,90,0,0,0,0,0,0,3878,0,0,0,0,0,0,0,0,0,2261,0,0
Lmo4,29905,33202,37014,32336,31272,30209,31709,37487,31003,32911,36094,37209,31095,31496,37209,25934,42362,43908,40600,48383
Lmo7,1536,2705,1445,2328,1484,1079,2265,12456,1472,2496,423,324,658,1327,396,1020,1308,4998,990,1036
Lmod1,0,0,0,86,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
Lmod2,0,369,111,431,297,240,0,118,392,740,282,0,564,241,0,146,302,0,0,104
Lmod3,271,369,556,517,594,120,216,0,196,92,0,108,188,362,198,0,0,357,1320,207
Lmtk2,76885,66528,76919,80365,83424,82356,84235,77324,67501,71924,73316,75823,72149,71199,63730,73432,74260,96978,95394,71487
Lmtk3,0,246,333,345,0,120,324,1998,392,370,705,0,94,483,0,0,704,1071,0,311
Lmx1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lmx1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lnp,116456,101452,112043,103474,84215,95422,95560,103530,75743,90137,150580,98970,107660,125020,123501,117579,97705,131962,103646,77703
Lnpep,568459,609941,579112,585058,510240,559947,538952,639746,510969,549603,501511,512267,503633,489583,584652,495813,460652,467042,493144,456481
Lnx1,9215,10453,8114,10175,6927,10309,9060,10459,9419,10262,8742,12439,7234,9895,9698,9470,7647,9281,5281,6423
Lnx2,26200,23119,26677,23627,28798,21218,25562,22798,24921,22095,20021,17847,15501,18584,15240,17047,19018,19753,27727,21653
Loh12cr1,14365,14511,13450,13710,17615,17262,12727,14807,16385,16363,18188,12655,13998,13757,20188,22001,15898,17611,19145,18752
Lonp1,31260,30989,35458,38889,37605,31168,35484,30671,38754,26625,25379,25094,24331,31496,25729,28557,34715,32723,39940,34397
Lonp2,102272,94934,102929,100025,103810,98779,100521,102707,107237,98919,89107,89885,86616,87611,91438,82757,84523,96859,90773,96766
Lonrf1,6776,6518,9003,6812,9599,12227,8844,11869,8438,6656,6345,7896,6106,8568,14052,7285,10565,6783,8252,13158
Lonrf2,0,0,0,0,0,0,431,9284,294,0,0,0,282,241,0,437,201,3332,660,0
Lonrf3,994,1968,1000,1207,1682,719,1186,6228,1570,924,2961,3029,1691,241,2573,728,2616,1666,2311,1554
Lor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lox,0,492,222,172,495,0,108,0,491,832,423,0,376,121,0,0,101,357,0,104
Loxhd1,3343,5411,3668,4743,2672,3117,4638,3878,4415,3698,1974,1947,2349,2293,1188,2768,1811,2261,3961,2487
Loxl1,9667,15249,10448,11986,16032,9590,10354,12339,12460,5639,23123,10816,11461,13757,8906,12821,11773,12732,10233,20617
Loxl2,903,369,556,949,396,599,1186,118,687,555,282,865,752,241,396,583,402,357,660,104
Loxl3,5511,4550,6336,6812,5740,6593,5608,5406,6377,3790,8601,5625,4509,8568,6531,4662,7345,5950,5281,8185
Loxl4,12016,10822,12449,13020,11281,12587,11972,7756,13245,8690,8037,11141,8173,5551,7917,7139,8855,8924,10233,6838
Lpar1,271,123,111,0,297,0,0,823,98,0,1269,0,0,121,198,0,101,595,660,725
Lpar2,1355,1107,2112,1466,1682,2398,2589,1763,1766,647,987,1082,94,241,594,437,2314,1428,2971,1761
Lpar3,0,123,0,172,0,0,108,0,0,0,0,0,0,121,0,0,0,0,0,0
Lpar4,0,0,0,259,99,0,0,470,98,0,0,0,94,0,0,146,101,476,0,311
Lpar5,4698,2091,7114,3622,5344,4675,6040,4231,6966,4622,6627,2704,3006,2172,2573,2914,4327,5355,6932,5180
Lpar6,94773,91737,90590,91574,87778,86312,87902,85668,94482,107609,68099,88695,105781,100161,89855,78095,94083,73894,86152,71383
Lpcat1,69928,68495,68026,74070,74418,87151,71508,73799,75546,77934,115191,91832,95823,129003,117168,142202,93177,103285,76249,74284
Lpcat2,39210,43040,38348,40527,41662,58380,47888,65103,47290,47703,44131,44780,38987,36203,55417,28266,49003,49025,57104,66928
Lpcat2b,90,0,0,0,198,0,0,0,98,0,0,0,0,0,0,0,0,119,0,0
Lpcat3,36139,40335,41127,39234,40475,39320,41848,33374,33358,37719,51039,35478,42369,42237,45125,35842,41457,38910,40930,45068
Lpcat4,10390,10822,15228,11037,14844,12947,13482,12809,13539,11741,11702,12223,14467,8206,11083,9470,14993,12970,21455,17613
Lpgat1,202376,179047,181292,183494,167045,181734,194139,165342,163848,172785,134789,175767,156041,150483,130033,133169,138457,149334,161080,136033
Lphn1,19515,15617,19452,16211,19990,17862,19414,33021,23645,20801,11702,16549,14467,16653,15636,12821,20024,24512,26737,22171
Lphn2,1626,1107,778,690,1385,1678,971,2585,392,1017,2538,0,939,1689,1583,583,1006,476,660,1140
Lphn3,1175,1353,667,2846,1188,1678,2265,8461,1766,647,1269,433,658,2293,1979,291,3119,1785,0,1865
Lpin1,19967,15986,19341,16987,19792,21338,16718,16099,16777,17565,15791,13304,13246,14843,15636,16901,14490,17849,20465,16059
Lpin2,215928,269555,233423,252217,258188,316836,257235,327276,231447,232137,496999,355536,375118,423090,430473,468421,272387,335080,256804,319205
Lpin3,90,0,111,172,396,0,108,0,196,0,0,0,0,0,198,0,201,0,330,0
Lpl,6324,5657,6669,10175,10787,5035,6903,10929,6377,6934,12407,9194,6858,9051,15833,5682,16603,5950,13863,6631
Lpo,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0
Lpp,119799,129981,115822,120719,116674,127789,119611,129148,113908,115560,109833,91723,97232,83025,111230,87856,86033,90315,87802,101118
Lpxn,115463,116331,104374,114511,89559,95303,105806,90016,104980,134974,104898,139532,122127,115125,104699,125447,113000,97097,89452,103086
Lrat,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
Lrba,383520,356496,354581,382681,357841,360591,375659,363588,350555,364060,314131,291179,295078,325825,331712,325491,278223,291053,254824,230105
Lrch1,85016,77718,81920,86573,85403,82596,96638,70391,82709,82279,69791,59166,57494,68665,62146,78095,74260,79843,82191,66203
Lrch2,181,369,0,86,0,0,0,588,196,0,0,0,188,0,0,291,0,476,0,0
Lrch3,204996,227990,225865,222900,206432,231963,181628,237261,195145,208193,398586,271276,261634,335359,332107,357108,220264,292481,192438,193326
Lrch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrch4-sap25,2801,4304,4780,6208,4552,5035,4530,7638,8143,3883,5076,3137,2724,2414,3760,3060,4931,4879,8582,6423
Lrdd,4969,4058,3779,2501,4156,3476,3667,5641,5200,3143,3666,1622,2630,3862,2969,3351,3522,5117,6602,4144
Lrfn1,271,492,1000,776,594,1079,1186,1175,687,555,423,433,564,845,198,0,503,952,2311,725
Lrfn2,0,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,357,0,0
Lrfn3,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,119,0,0
Lrfn4,90,0,111,0,594,0,108,588,392,277,141,649,0,603,594,291,201,0,0,414
Lrfn5,0,0,0,0,0,0,0,5171,0,0,0,0,0,0,0,0,0,595,0,0
Lrg1,14275,20167,23787,10434,15339,34165,14129,31611,27177,21355,17342,14710,26210,25583,112418,10927,26866,20943,52483,65892
Lrguk,0,0,111,86,99,120,0,0,0,0,282,0,0,0,0,0,402,238,0,311
Lrig1,16533,14019,14895,15780,18209,15464,17688,12574,16581,16641,11561,15792,13998,12309,15438,12821,13886,17016,14194,19685
Lrig2,114740,126292,115378,129170,110638,120357,104512,125857,112437,112786,134366,109030,118933,125865,126668,125010,98309,105545,111568,86613
Lrig3,452,123,556,431,297,0,0,705,392,462,0,0,282,483,0,583,201,714,330,104
Lrit1,0,0,0,0,99,0,0,0,0,0,0,0,0,241,0,0,0,119,0,0
Lrit2,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0
Lrmp,166508,159249,154837,151848,145274,138698,155419,138784,155606,146068,118998,131636,126636,128882,109449,94704,124269,108877,133023,129505
Lrp1,57370,56321,77585,60015,82731,117240,61801,121039,88890,53527,61191,48241,47348,52856,78178,43564,80096,47478,79220,99149
Lrp10,115734,110798,127605,104940,135081,125871,114866,107643,135199,125082,121959,95401,99956,114401,101730,92373,137753,124346,192438,174677
Lrp11,2078,1845,2334,2587,1880,1439,1618,7638,2551,1017,705,1190,1691,724,1188,1603,704,3927,1980,1243
Lrp12,2620,3074,3779,2673,3563,4316,3775,7168,2158,4253,5781,4002,2912,4103,3563,1894,5434,4165,4951,4248
Lrp1b,0,0,0,0,0,120,0,23150,0,0,0,0,0,0,0,0,0,9876,330,0
Lrp2,90,246,1890,0,15141,959,216,0,1177,9522,0,324,0,0,0,0,0,0,0,0
Lrp2bp,3885,1968,2112,3363,2474,2398,2696,2350,1766,1664,1269,2812,1691,1327,198,2477,1308,2261,990,1243
Lrp3,90,0,333,259,0,0,0,1998,98,92,0,0,0,0,0,0,0,1071,0,104
Lrp4,452,615,0,517,396,360,431,3878,981,555,564,324,1033,121,198,291,503,2856,660,1036
Lrp5,6415,9223,6558,4398,8313,10190,4853,9401,7947,3790,7473,6490,6012,6999,7521,5974,7547,7139,10233,10050
Lrp6,111849,119529,116934,108648,103810,113164,117239,122567,100369,110475,128585,126120,116866,113556,111626,113645,103843,112090,105296,93244
Lrp8,8131,8977,5335,8623,9203,9111,4314,11869,8438,7858,9306,5949,8173,6758,8906,9033,7345,9162,9902,8496
Lrpap1,31079,29021,30678,35009,32261,31288,33112,41835,36890,30508,38209,33423,27901,33427,31271,33948,34916,26535,34329,39266
Lrpprc,60984,58289,57800,71569,53340,61737,60615,59462,51803,55839,36517,50621,46033,50081,51261,50849,40752,52713,48192,41960
Lrrc1,11926,10822,12783,10779,13657,9830,12080,11281,11087,13035,12125,9194,10240,8809,12865,10782,9760,13089,9902,8288
Lrrc10,361,0,111,0,198,0,0,0,0,277,0,0,188,241,0,146,101,357,0,104
Lrrc10b,0,0,0,0,0,0,0,1880,0,0,0,0,0,362,0,0,0,476,0,0
Lrrc14,19786,18446,19785,15780,21672,17262,18659,14924,20407,15161,13676,11357,18319,17136,23156,16901,18515,14517,23106,18338
Lrrc14b,2710,2091,3557,2759,1880,2877,3128,1528,4219,4622,3948,3786,3664,2172,3365,3788,1711,4403,3301,3005
Lrrc15,90,123,0,0,99,120,0,0,0,0,0,0,376,0,198,146,0,119,0,0
Lrrc16a,13733,14388,16006,11468,15042,15824,14560,14689,16483,13035,9447,12655,12682,11585,10490,10053,10465,11542,10563,13676
Lrrc16b,1536,1107,1112,1293,693,599,1079,2585,883,555,423,108,1127,724,594,437,503,833,1980,414
Lrrc17,181,0,333,86,99,240,216,705,98,0,0,216,282,121,198,146,101,0,0,0
Lrrc18,21593,16601,22008,20522,22662,22537,18335,17627,19917,20801,12971,12331,11367,12430,12271,9325,9962,14398,19145,9428
Lrrc19,1355,1230,556,1552,1286,839,863,588,883,832,141,1514,1221,965,198,1457,302,595,660,518
Lrrc2,452,246,556,172,297,240,539,235,687,277,1692,216,376,724,396,728,805,357,0,414
Lrrc20,8583,11067,10782,12417,12865,10070,12835,9049,10694,9799,18047,10059,12964,13274,13063,11510,12980,14160,15184,10568
Lrrc23,2981,1722,1890,2328,1188,839,2265,823,1275,2034,1692,1406,1315,2655,1385,1020,1207,2023,660,2279
Lrrc24,2981,3935,2334,4915,3068,4196,2481,3408,5789,2404,4935,4651,3476,5792,3563,2477,1711,3689,4621,3419
Lrrc25,24845,31604,27788,21126,32162,38241,26640,36664,38754,30785,33133,36560,29592,31376,47500,22729,43167,25583,47202,53563
Lrrc26,0,369,0,0,99,0,0,118,0,185,0,324,94,0,0,0,0,0,0,104
Lrrc27,542,1230,556,690,792,1079,0,588,589,647,423,0,1973,603,990,437,604,1428,990,1036
Lrrc28,37042,45746,44906,36216,34438,45074,45299,56759,36694,32911,78392,54731,48851,70354,71647,68624,44677,55807,36969,43099
Lrrc29,18250,22750,23009,19056,25631,18581,17796,22445,19721,15439,48501,19037,20856,32824,25334,31034,18515,25583,22116,37401
Lrrc3,0,738,556,776,99,360,0,470,589,370,0,541,470,483,594,291,101,714,660,414
Lrrc30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc32,5240,4796,5224,3880,6729,5155,7011,6581,4906,3883,9165,6923,3664,7241,3760,6848,5635,6545,9242,10878
Lrrc33,179970,181384,189740,161074,187629,196000,170088,191783,201130,184618,186533,164518,168911,175825,177137,154878,206680,180034,203331,214979
Lrrc34,1626,615,1334,1035,1385,1439,1941,823,1668,185,564,541,1127,362,792,437,805,952,330,518
Lrrc36,181,246,222,0,99,240,108,353,0,277,705,0,0,241,0,583,1006,0,0,414
Lrrc38,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc39,12197,15617,13005,11382,13459,14745,13050,8461,9419,9707,17624,15684,20386,15809,17615,18504,8352,10709,8912,14297
Lrrc3b,271,246,556,259,99,120,216,1293,589,647,0,433,0,0,0,583,1107,595,660,311
Lrrc4,6595,6272,6447,6726,9401,7193,9491,10459,7064,5362,5076,4435,4603,3862,3563,2914,5031,8448,5941,4869
Lrrc40,26743,26070,26899,29404,19792,20619,28150,26088,20996,22742,24956,23364,23110,23773,28500,22875,19521,24750,18155,20203
Lrrc41,26381,26439,27122,27679,28699,29130,29013,24678,24430,30230,25661,27041,24989,25945,30479,23749,29080,28915,27397,34915
Lrrc42,9306,6763,10448,10002,7620,8751,8844,8461,7260,8783,7614,9086,5167,7603,4948,7431,8754,7139,10893,9842
Lrrc43,0,0,0,0,0,120,0,0,0,0,141,0,0,0,0,146,0,0,0,0
Lrrc45,22316,16970,19007,16383,23849,18221,18120,17980,25411,27827,15509,20010,15689,15326,16823,22875,21533,19039,28717,24554
Lrrc46,90,615,222,345,99,120,216,353,0,92,564,108,470,121,396,291,101,119,660,622
Lrrc47,12558,13158,17562,12503,18605,15344,16610,13514,14717,13220,14240,11357,10710,10740,9302,14570,11572,14160,18155,16577
Lrrc48,813,369,1223,1207,297,599,1294,470,687,370,987,0,470,1448,396,1311,302,833,330,1036
Lrrc49,361,1476,778,862,1781,0,2265,2938,1177,1202,705,2163,845,1569,1781,437,805,4165,990,1243
Lrrc4b,271,0,222,172,198,240,0,4936,491,0,0,0,0,0,792,0,0,1428,330,104
Lrrc4c,0,0,0,0,0,0,0,3878,0,0,0,0,0,0,0,0,0,2142,0,0
Lrrc50,813,246,1112,431,1286,1079,971,470,294,832,564,649,376,845,792,437,302,238,0,622
Lrrc51,6505,4181,4335,4398,5146,5275,5824,5171,7751,4992,3666,3894,4415,3982,3365,4662,4327,4879,5941,3730
Lrrc52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc55,0,0,0,86,0,0,0,470,0,0,0,324,0,0,0,0,0,0,0,0
Lrrc56,6686,8608,4557,5777,8313,4316,5608,6346,8045,7026,5076,7896,5167,5672,4552,5245,5333,7139,8582,8081
Lrrc57,18521,18938,22008,19488,16230,20499,22326,26323,17856,21355,17483,20768,18413,17860,20386,18649,18012,19396,16504,16059
Lrrc58,88630,85711,89590,88815,74814,90028,83911,99064,72799,81262,77687,78852,72149,80853,86095,79697,68726,89482,96054,68172
Lrrc59,30718,34432,40682,36130,39683,42197,33004,42188,37381,35685,44836,35153,34853,37530,35625,42107,38840,47716,39940,41649
Lrrc6,452,492,222,259,198,599,324,353,589,462,141,324,282,845,0,728,101,595,330,104
Lrrc61,20147,16724,16784,17073,24542,17142,17365,17275,19328,20061,19034,14386,16816,19550,15833,18067,19923,21894,27727,21239
Lrrc63,1717,3074,3557,2587,2375,3357,5285,3173,3728,2589,3666,4327,3946,4465,5542,5682,1610,3213,1320,2590
Lrrc66,90,123,111,776,396,0,216,588,294,185,282,0,0,241,198,583,0,0,330,518
Lrrc67,361,369,0,345,198,839,431,470,883,832,282,433,282,1569,594,1166,402,595,660,1347
Lrrc68,34422,32465,36014,33629,38298,41837,33867,39250,42973,40954,48501,36019,41147,48029,46907,50995,45180,42599,48852,46000
Lrrc69,2168,3074,2890,1466,1781,2997,2049,2350,1472,1757,5076,2163,2912,3620,4948,6702,2012,2142,660,1554
Lrrc7,90,0,111,0,0,0,0,12104,0,0,141,0,0,0,0,0,0,3570,0,0
Lrrc8a,47251,47344,50464,46736,57991,43875,45946,53116,54649,43173,49629,34937,43402,42961,40375,41087,44777,50928,61395,51802
Lrrc8b,23580,28529,29122,26817,32162,29010,24267,33139,27668,18305,43567,20984,21043,23773,22959,25789,20628,24393,31358,38541
Lrrc8c,68211,74398,77141,72432,94903,83555,78303,86138,69365,61293,99823,65872,68391,71440,74813,80571,63493,67587,86812,102776
Lrrc8d,28098,34678,37459,32767,41464,31408,33327,33962,40717,33189,29890,28339,29968,33789,34240,24040,36727,27249,41590,39473
Lrrc8e,632,492,556,690,693,480,216,588,98,740,282,108,470,362,0,728,503,833,0,622
Lrrc9,813,738,1112,604,1286,120,431,1293,785,370,3243,433,658,1086,1188,2477,604,952,660,1450
Lrrcc1,51497,54845,54021,50961,39782,46512,47348,43598,42679,46409,43567,59058,50918,45978,59574,43710,36426,43432,37629,36780
Lrrfip1,210417,190729,213527,218157,215140,197438,204170,190373,225953,204310,155092,175010,166187,178842,165856,154295,203963,177654,216864,205655
Lrrfip2,38668,47713,44795,40010,40772,48670,47996,51824,43169,32264,84737,36127,43966,45133,44334,49100,43369,56878,39280,56361
Lrriq1,0,0,0,86,99,0,0,0,0,0,282,0,564,362,0,0,101,119,0,104
Lrriq3,452,1230,333,345,495,120,108,235,687,370,141,1406,564,362,396,1020,201,476,0,414
Lrriq4,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,101,0,0,104
Lrrk1,43728,40089,47685,44925,53835,47232,45083,43598,49743,48165,29044,35370,37765,35961,32459,35988,46991,33556,46542,37194
Lrrk2,451551,423392,435501,448128,387529,423047,454178,364293,386464,447910,269719,315624,351914,290950,293118,283821,285568,273442,283871,236114
Lrrn1,90,0,0,0,0,0,0,5288,0,0,0,0,0,0,0,0,0,1785,0,0
Lrrn2,181,0,0,0,99,120,0,4936,98,0,0,0,188,0,0,0,0,1428,330,0
Lrrn3,63333,85588,67359,54496,58090,61257,58673,76384,59162,51863,107154,68576,64539,74940,71647,77803,62185,67944,49182,64131
Lrrn4,542,738,111,431,1188,719,971,235,0,832,141,1190,376,603,594,291,302,595,0,518
Lrrn4cl,271,615,667,949,495,839,971,823,491,1479,846,865,752,483,990,437,402,476,1320,829
Lrrtm1,0,0,0,0,99,0,0,3878,0,0,0,0,0,0,0,0,0,1904,0,0
Lrrtm2,8854,6518,6447,5346,6235,8152,5285,8461,6574,6102,6345,6598,6670,4586,7719,4371,4226,5593,7592,4041
Lrrtm3,0,123,0,0,198,240,108,940,0,185,141,0,0,241,0,0,101,238,0,0
Lrrtm4,0,0,0,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,714,0,0
Lrsam1,14365,15863,17118,14659,16230,16663,14776,12927,19426,16548,7755,22282,16534,14602,13261,10636,13584,12018,15844,15748
Lrtm1,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0
Lrtm2,361,369,445,1121,297,120,216,2350,1079,277,846,0,94,241,198,291,101,1904,1320,207
Lrwd1,25929,24471,24454,20781,28303,27572,21895,25736,30513,27919,24251,22606,21607,23290,23354,18358,29483,26416,36309,30978
Lsamp,0,0,0,0,0,0,108,2703,0,0,0,0,0,0,0,0,101,1309,0,0
Lsg1,40385,32588,35125,41734,40079,36802,44544,37604,35419,36332,31864,28772,29310,38254,33844,29723,36124,36411,34989,40924
Lsm1,31079,29144,28233,29662,29886,28890,32896,28086,30513,33836,29749,27798,30908,33910,24740,33219,29784,24869,25746,29009
Lsm10,13552,15863,11338,13279,13756,15584,11541,14454,17758,13405,16073,17198,13246,12671,18406,14570,19018,19277,19145,17302
Lsm11,20147,22135,19785,17763,17714,19300,18983,15512,22271,21263,15368,22282,12495,20998,18209,17338,19621,19396,17164,13676
Lsm12,164882,270538,194075,184442,220385,188807,200287,242901,162180,130167,579057,264678,293481,345495,321222,367307,221169,289744,182206,295998
Lsm14a,136423,140434,142944,138224,134190,135821,134711,135259,119403,134789,158758,142777,141573,158810,155366,174693,136747,150643,139625,145253
Lsm14b,24303,19676,22231,27852,27313,17862,26964,26911,24724,21910,24815,21308,19822,24256,23750,17338,22238,26892,28717,28802
Lsm2,6415,7624,7670,6295,6136,6114,4746,5053,7064,5270,8319,5192,9582,6637,7719,9325,8050,6783,4291,7149
Lsm3,44179,50050,38682,41993,43246,33686,44005,38192,44445,46501,69086,51162,53454,56718,50667,59445,49607,48311,46212,43617
Lsm4,25568,24840,23787,25524,27907,24575,22542,20095,31003,33096,22982,26176,27432,29204,27709,24769,29885,25821,36639,36469
Lsm5,22496,18938,19341,20091,16526,19061,21247,15042,14717,20154,16073,21200,31189,22566,21969,19087,18414,27011,16504,15748
Lsm6,45986,53247,44906,52168,47204,57182,55977,48768,51313,49367,58371,61329,70552,66372,55021,70810,57154,61400,45882,41338
Lsm7,20780,18323,20452,19488,16724,16543,15531,15042,17758,17288,18470,16008,22734,17257,26323,21709,25458,21299,18485,19892
Lsmd1,5421,7378,5224,5432,5245,4555,5501,4818,4415,7673,10151,7572,7328,8085,6135,8013,8754,6902,2311,5387
Lsp1,467994,532714,509307,478825,516574,509959,519646,524112,575723,549418,488680,570784,500439,519872,481140,452832,621750,518803,647953,708965
Lsr,2620,2459,1778,3363,1385,839,2696,1645,2551,1572,3243,3678,3476,2776,1188,2331,2012,2142,3631,2590
Lss,9938,9592,12449,12244,10787,9830,10786,10106,9419,8875,4794,6706,6012,8085,5344,6702,10767,10590,7592,11811
Lst1,58996,89155,62024,55790,71153,81517,56300,103882,79863,83388,112371,95942,91407,85439,91636,84505,107465,83294,93413,112618
Lta,4879,5534,6780,5864,5146,5394,5285,3055,4709,5732,3525,7031,7046,6637,3365,5974,5333,5117,7262,4248
Lta4h,37584,36154,45907,48288,39980,38840,47780,41130,38166,40400,34966,40562,33068,34513,32063,40213,37532,48668,40600,42581
Ltb,331571,360800,326570,284553,333299,271163,286679,286382,360759,367943,284241,305673,354169,319429,281638,370075,356105,316636,375634,386548
Ltb4r1,5963,7624,5113,7157,7917,8511,5177,7403,10400,5639,7191,4435,4227,7723,17417,5537,8352,5831,11553,14194
Ltb4r2,452,246,222,431,396,240,108,1175,687,92,564,865,376,603,990,583,0,0,660,311
Ltbp1,93689,135761,104818,82434,134784,106931,93834,153121,81826,72664,249839,112058,115739,146742,127658,142493,86133,111138,94074,165042
Ltbp2,2168,1968,3779,2759,5938,5035,3236,2938,2845,1849,10151,1947,3570,3862,2771,5974,3522,2856,3631,5905
Ltbp3,1355,492,1667,172,1089,959,431,1528,785,740,564,324,94,1327,198,0,503,1071,330,829
Ltbp4,271,123,111,172,198,599,431,1058,294,185,564,0,752,241,198,291,402,595,0,932
Ltbr,22677,22504,28233,19660,25631,30329,20277,30671,22860,23574,22700,27041,23956,22084,38198,17338,34212,18563,28717,47762
Ltc4s,90,0,111,172,396,360,108,0,0,92,141,541,282,121,396,0,302,0,330,414
